ID,POL,GODINE,TIP,WiFi servis,Pogodnost dolaska/odlaska,Onlajn rezervisanje,Lokacija hotela,Usluga hrane,Komfor boravka,Zabava u zajednickim prostorijama,Usluga checkin i checkout,Drugi servisi,?isto?a,ZADOVOLJSTVO
83683,Female,23,aviation,0,0,1,1,5,5,5,2,1,5,satisfied
74603,Male,50,tourism,2,4,4,4,5,4,2,1,2,4,neutral or dissatisfied
83191,Female,45,personal,5,5,5,5,2,4,5,5,5,3,satisfied
110103,Male,57,academic,1,1,1,1,4,5,5,4,5,4,satisfied
57026,Female,50,aviation,3,3,3,3,5,5,3,3,3,5,satisfied
91205,Female,42,tourism,1,2,1,4,3,3,4,1,4,4,neutral or dissatisfied
55470,Female,34,business,2,2,2,2,3,5,5,3,5,3,satisfied
53922,Female,17,tourism,1,1,1,4,4,2,4,2,3,4,neutral or dissatisfied
129138,Male,45,academic,4,4,4,4,4,4,5,3,5,4,satisfied
2034,Female,59,tourism,2,2,2,2,4,5,2,5,2,4,satisfied
37286,Male,39,academic,5,3,3,3,5,5,5,5,2,5,satisfied
32818,Male,28,aviation,2,1,1,1,2,2,2,2,4,2,neutral or dissatisfied
46695,Female,44,personal,2,3,2,3,4,4,1,2,1,1,neutral or dissatisfied
121598,Male,9,tourism,5,5,4,2,4,4,4,5,5,4,satisfied
44039,Female,24,aviation,1,1,0,3,5,5,5,2,2,5,neutral or dissatisfied
102733,Female,37,business,3,1,3,4,3,3,3,1,3,3,neutral or dissatisfied
85600,Female,25,business,0,4,0,4,5,5,5,4,3,5,satisfied
10833,Male,22,aviation,2,2,2,2,4,4,4,4,4,4,satisfied
81553,Male,55,aviation,3,3,3,3,5,5,3,5,3,5,satisfied
24745,Male,53,academic,4,3,3,3,4,4,4,1,4,4,satisfied
58871,Female,46,aviation,3,3,3,3,5,4,4,3,4,4,satisfied
68900,Male,62,aviation,0,5,0,3,5,5,5,5,5,5,satisfied
31952,Female,53,academic,5,5,4,5,5,4,5,5,5,4,satisfied
98758,Female,50,business,3,3,3,3,2,4,5,5,5,4,satisfied
59963,Male,57,tourism,5,5,5,5,2,2,4,4,4,3,satisfied
38236,Female,54,business,3,3,3,3,2,4,3,3,3,5,satisfied
43811,Female,42,tourism,1,1,1,1,5,5,5,5,5,5,satisfied
58215,Male,17,tourism,2,5,2,2,4,4,4,1,4,4,neutral or dissatisfied
88293,Female,53,academic,1,1,1,1,3,4,4,3,4,3,satisfied
37225,Male,49,aviation,2,2,2,2,3,5,4,5,4,4,satisfied
43935,Female,37,academic,5,3,5,3,5,5,5,3,5,5,satisfied
48899,Male,35,academic,4,2,2,2,4,4,4,5,3,4,satisfied
99082,Male,30,academic,1,1,1,1,2,1,2,4,2,2,neutral or dissatisfied
75859,Female,16,business,1,5,0,4,5,5,5,4,4,5,neutral or dissatisfied
85109,Male,46,academic,4,4,4,4,3,4,5,5,5,4,satisfied
118135,Female,51,academic,2,3,3,3,4,4,2,4,2,2,neutral or dissatisfied
89169,Male,70,business,1,4,1,3,1,1,1,4,3,1,neutral or dissatisfied
4988,Male,26,academic,2,2,2,5,5,2,5,4,4,5,neutral or dissatisfied
81441,Male,46,business,3,3,3,3,4,5,4,5,4,3,satisfied
37707,Female,12,tourism,2,2,2,4,1,1,1,1,4,1,neutral or dissatisfied
94317,Male,25,tourism,4,4,4,4,4,4,4,4,5,4,satisfied
42242,Female,63,aviation,2,2,2,2,5,5,4,4,4,3,satisfied
8085,Female,48,academic,1,1,1,1,4,5,4,5,4,3,satisfied
42926,Female,43,business,3,3,3,3,3,5,4,5,4,4,satisfied
114663,Female,35,business,5,5,5,5,2,5,4,3,4,5,satisfied
63597,Female,32,tourism,4,4,4,4,4,4,4,3,4,4,satisfied
78220,Male,44,tourism,2,4,2,5,4,4,4,1,2,4,neutral or dissatisfied
2902,Male,60,academic,1,3,1,3,5,5,5,5,1,5,neutral or dissatisfied
71673,Female,20,business,2,1,2,4,2,2,2,3,3,2,neutral or dissatisfied
128042,Female,10,business,1,4,1,4,4,4,4,5,5,4,neutral or dissatisfied
53847,Female,51,personal,2,1,3,1,1,3,3,2,3,2,neutral or dissatisfied
42369,Female,22,aviation,2,4,2,3,2,2,2,4,5,2,neutral or dissatisfied
110474,Female,42,aviation,1,1,1,3,5,2,3,3,3,3,neutral or dissatisfied
17284,Male,32,tourism,1,1,1,1,5,5,5,1,5,5,satisfied
69457,Male,24,aviation,2,5,2,3,1,1,1,3,1,1,neutral or dissatisfied
83974,Female,43,tourism,2,5,2,2,2,4,5,5,5,3,satisfied
107761,Male,7,personal,3,5,3,2,4,4,4,3,5,4,neutral or dissatisfied
37834,Male,29,business,5,5,4,5,5,5,5,3,2,5,satisfied
25904,Female,48,business,4,2,2,2,5,3,4,2,4,5,satisfied
73190,Male,25,academic,3,3,3,3,3,2,1,2,1,2,neutral or dissatisfied
70160,Male,25,tourism,2,2,2,3,1,1,1,4,5,1,neutral or dissatisfied
126642,Female,35,academic,4,4,4,4,3,5,2,5,2,4,satisfied
76228,Female,57,academic,2,2,2,2,4,3,2,1,2,4,neutral or dissatisfied
18983,Male,52,personal,4,4,4,4,2,3,5,4,5,3,satisfied
42803,Female,17,aviation,0,3,0,3,4,4,4,5,5,4,satisfied
65527,Female,30,tourism,2,4,3,1,1,1,1,4,5,1,neutral or dissatisfied
5441,Male,38,tourism,3,5,3,3,2,4,5,5,5,5,satisfied
18473,Female,38,personal,5,5,5,5,1,3,4,5,4,5,satisfied
98337,Female,38,personal,1,1,1,3,3,3,3,3,5,3,neutral or dissatisfied
68782,Male,23,academic,2,2,2,3,3,3,3,5,4,3,satisfied
98247,Female,39,business,5,4,5,5,2,4,4,4,4,4,satisfied
67119,Female,55,tourism,1,2,2,2,5,2,1,1,1,4,neutral or dissatisfied
91319,Female,25,tourism,3,5,3,1,5,5,5,3,5,5,neutral or dissatisfied
111275,Male,59,academic,4,2,2,2,4,4,4,1,4,3,neutral or dissatisfied
60787,Female,9,academic,1,5,1,3,1,1,1,3,5,1,neutral or dissatisfied
65894,Female,26,tourism,0,0,0,3,3,1,3,5,4,3,satisfied
67702,Male,51,business,5,5,5,5,3,5,4,5,4,3,satisfied
55982,Male,40,business,2,2,2,2,4,4,5,4,5,5,satisfied
38230,Male,56,tourism,3,3,5,3,4,4,3,3,3,1,neutral or dissatisfied
48253,Female,56,personal,3,3,3,3,5,5,4,1,4,5,neutral or dissatisfied
89431,Female,18,personal,2,2,2,3,3,4,3,4,3,3,neutral or dissatisfied
117314,Female,8,personal,3,2,3,3,2,5,2,3,2,2,neutral or dissatisfied
14155,Male,33,personal,4,3,3,3,4,4,4,1,3,4,satisfied
123078,Male,46,personal,3,3,3,3,3,4,5,3,5,5,satisfied
50137,Female,41,personal,4,4,4,4,1,3,2,1,2,2,neutral or dissatisfied
41799,Female,36,academic,3,3,3,3,4,3,4,1,4,1,satisfied
47037,Male,26,aviation,1,1,1,1,5,5,5,3,3,5,satisfied
115397,Female,36,business,3,2,3,3,5,5,5,4,3,5,neutral or dissatisfied
35221,Male,31,business,5,5,5,5,2,2,2,3,1,2,satisfied
52892,Male,24,academic,2,4,2,1,1,1,1,1,2,1,neutral or dissatisfied
90041,Female,39,tourism,5,5,5,5,2,4,2,3,2,4,satisfied
26751,Female,20,tourism,3,4,4,3,4,4,4,2,3,4,neutral or dissatisfied
66071,Female,69,tourism,2,5,2,1,3,5,2,5,2,3,neutral or dissatisfied
33552,Female,27,academic,1,0,1,4,5,5,5,2,1,5,neutral or dissatisfied
107354,Female,10,tourism,3,4,4,4,3,2,3,4,4,3,neutral or dissatisfied
83598,Male,60,personal,2,2,2,2,4,4,5,3,5,5,satisfied
117725,Male,44,business,2,2,2,2,3,4,4,3,4,4,satisfied
34210,Female,68,tourism,2,5,2,3,4,5,4,4,4,5,neutral or dissatisfied
129245,Male,41,tourism,3,3,3,3,5,4,3,3,3,4,neutral or dissatisfied
16810,Female,46,tourism,3,2,2,2,3,3,2,3,3,3,neutral or dissatisfied
88356,Male,54,tourism,3,2,2,2,3,3,3,2,3,3,neutral or dissatisfied
3875,Female,44,personal,1,1,1,1,5,2,2,4,2,2,neutral or dissatisfied
4749,Male,43,tourism,5,1,5,3,4,4,4,2,4,4,satisfied
9559,Female,44,tourism,5,5,5,5,4,4,4,4,4,4,satisfied
112110,Female,26,academic,4,4,4,1,5,5,5,4,5,5,neutral or dissatisfied
114915,Male,48,tourism,2,2,2,2,5,4,5,5,5,5,satisfied
66011,Male,30,tourism,4,4,4,4,4,4,4,3,5,4,satisfied
60450,Female,46,business,1,1,1,1,2,4,5,3,5,3,satisfied
129469,Male,23,academic,2,2,2,2,2,2,2,3,4,2,neutral or dissatisfied
62153,Male,39,academic,5,5,5,5,5,4,5,5,5,3,satisfied
39499,Male,24,aviation,5,5,5,5,4,4,4,4,4,4,satisfied
19091,Female,48,academic,2,5,4,3,4,4,2,3,2,3,neutral or dissatisfied
48260,Male,63,aviation,3,4,3,5,5,4,5,3,5,5,neutral or dissatisfied
96830,Male,37,business,5,5,5,5,5,5,5,5,4,5,satisfied
126561,Male,37,tourism,4,1,1,1,1,4,4,1,4,3,neutral or dissatisfied
69098,Male,57,academic,1,1,3,1,5,4,5,4,5,5,satisfied
89178,Male,21,aviation,2,4,2,3,1,1,1,5,4,1,neutral or dissatisfied
48501,Male,9,tourism,2,2,2,2,2,4,2,1,3,2,neutral or dissatisfied
109465,Female,24,tourism,5,5,5,5,4,4,4,3,5,4,satisfied
62274,Male,36,tourism,3,3,3,5,3,3,3,4,5,3,neutral or dissatisfied
98908,Male,44,business,2,2,2,2,4,5,4,5,4,3,satisfied
17357,Female,49,aviation,2,5,5,5,4,4,0,2,0,3,neutral or dissatisfied
115331,Male,42,tourism,4,4,4,4,3,4,4,4,4,3,satisfied
65150,Female,52,aviation,4,4,0,2,5,4,5,3,5,3,satisfied
42257,Male,52,academic,2,4,4,4,2,2,2,4,3,2,neutral or dissatisfied
116136,Male,20,tourism,4,3,4,3,1,1,1,2,4,1,neutral or dissatisfied
36244,Male,47,academic,1,1,1,1,1,2,5,1,5,3,satisfied
109049,Male,45,academic,2,2,2,2,1,2,2,3,2,4,neutral or dissatisfied
111496,Female,44,tourism,4,4,4,4,3,5,4,3,4,3,satisfied
8105,Female,47,business,2,2,2,2,4,2,2,2,2,2,neutral or dissatisfied
19478,Female,57,personal,5,5,5,5,1,1,5,4,5,5,satisfied
79579,Female,34,tourism,4,4,4,4,4,4,3,3,3,3,satisfied
26935,Female,26,academic,4,5,5,5,4,5,4,4,5,4,satisfied
81010,Female,45,tourism,0,0,0,3,3,5,3,4,3,5,satisfied
32348,Female,33,aviation,3,3,4,3,2,5,4,4,4,3,satisfied
122747,Male,22,business,1,0,1,3,2,3,2,4,3,2,neutral or dissatisfied
88118,Male,51,academic,5,5,5,5,5,5,4,4,4,4,satisfied
5622,Male,60,tourism,4,3,4,1,4,4,1,4,5,4,satisfied
97335,Male,40,personal,1,1,1,1,4,4,4,4,4,3,satisfied
72995,Male,62,business,3,3,5,3,2,2,2,3,2,2,neutral or dissatisfied
21707,Female,68,business,3,5,3,2,5,5,2,4,2,3,neutral or dissatisfied
120201,Male,38,academic,2,5,5,5,2,4,2,4,2,3,neutral or dissatisfied
42929,Male,44,business,5,5,5,5,3,4,5,3,5,3,satisfied
117511,Male,11,academic,3,5,3,1,1,1,1,5,5,1,neutral or dissatisfied
125569,Female,33,academic,1,4,1,1,2,2,2,4,5,2,neutral or dissatisfied
128566,Female,10,personal,1,5,3,3,5,4,5,5,4,5,neutral or dissatisfied
16040,Male,51,aviation,2,4,4,4,2,2,2,3,4,2,satisfied
27289,Male,34,tourism,4,4,4,4,3,4,5,5,5,1,satisfied
61198,Male,69,tourism,4,1,1,1,1,2,4,3,4,1,neutral or dissatisfied
120723,Female,49,tourism,4,4,2,4,3,4,4,4,4,3,satisfied
73793,Male,30,aviation,2,5,5,5,2,2,2,2,4,2,neutral or dissatisfied
36093,Female,40,business,3,4,3,1,1,1,1,5,1,1,neutral or dissatisfied
66777,Female,29,academic,2,3,2,4,2,2,2,4,3,2,neutral or dissatisfied
91068,Male,68,business,3,3,3,2,3,3,3,4,5,3,neutral or dissatisfied
120574,Female,53,academic,2,5,5,5,5,4,2,1,2,3,neutral or dissatisfied
30294,Female,24,tourism,4,4,4,4,5,5,5,4,5,5,satisfied
99081,Male,43,tourism,4,4,4,4,4,4,4,4,4,5,satisfied
12094,Male,7,tourism,2,4,2,2,2,4,5,4,2,4,neutral or dissatisfied
11849,Female,65,tourism,4,5,4,4,3,4,4,5,4,5,neutral or dissatisfied
2671,Female,8,tourism,4,4,4,2,2,2,2,4,4,2,neutral or dissatisfied
55140,Male,50,business,1,5,1,3,4,4,4,3,4,4,neutral or dissatisfied
75362,Male,26,aviation,3,2,3,3,3,4,4,4,4,4,neutral or dissatisfied
5763,Female,24,business,3,5,3,5,2,2,2,3,4,2,neutral or dissatisfied
12659,Female,55,personal,1,4,1,3,3,4,5,5,5,5,neutral or dissatisfied
21207,Female,21,academic,3,3,3,4,1,1,1,1,3,1,neutral or dissatisfied
45421,Female,57,tourism,4,4,4,4,4,3,4,5,4,3,satisfied
51952,Male,22,aviation,2,5,2,2,4,4,4,4,2,4,satisfied
80873,Female,49,tourism,3,4,3,3,3,4,4,5,4,3,neutral or dissatisfied
119054,Female,31,aviation,1,5,1,2,3,3,3,3,5,3,neutral or dissatisfied
128651,Male,21,aviation,5,4,4,1,5,1,4,1,3,1,satisfied
65790,Female,38,academic,5,5,5,1,2,2,2,3,4,2,satisfied
71834,Female,42,academic,1,2,2,2,5,3,1,2,1,4,neutral or dissatisfied
94138,Male,55,aviation,4,4,1,4,3,5,4,4,4,5,satisfied
5255,Male,26,tourism,1,2,1,2,3,3,3,1,2,3,neutral or dissatisfied
115771,Male,43,aviation,1,1,1,1,5,4,1,1,1,2,neutral or dissatisfied
73967,Male,12,tourism,3,1,3,4,4,3,4,3,3,4,neutral or dissatisfied
32801,Female,32,aviation,2,4,4,4,2,2,2,2,3,2,neutral or dissatisfied
36503,Female,46,aviation,2,2,2,2,3,3,4,3,4,5,satisfied
63315,Male,19,personal,4,2,2,2,4,3,4,4,3,4,neutral or dissatisfied
51581,Female,38,personal,2,2,5,2,4,3,4,3,4,3,satisfied
77979,Female,52,tourism,3,3,3,3,4,4,4,4,4,3,satisfied
117451,Male,47,tourism,1,1,1,4,3,3,3,1,3,3,neutral or dissatisfied
58912,Male,19,business,2,4,2,3,1,1,1,5,4,1,neutral or dissatisfied
11244,Female,43,academic,3,4,3,3,5,5,4,4,4,5,neutral or dissatisfied
122058,Female,23,academic,2,1,1,1,2,2,2,1,3,2,neutral or dissatisfied
6133,Male,45,academic,1,1,5,1,3,4,3,5,3,3,satisfied
63668,Female,58,tourism,5,2,5,4,2,4,3,2,3,2,satisfied
73903,Male,25,tourism,3,3,3,4,3,3,3,3,4,3,neutral or dissatisfied
104087,Female,68,tourism,4,3,4,2,1,2,1,5,1,5,neutral or dissatisfied
9170,Female,64,business,3,5,3,3,3,4,4,3,4,3,satisfied
105685,Male,57,academic,2,2,2,2,3,5,5,4,5,4,satisfied
115282,Female,43,personal,4,4,4,4,4,3,4,3,4,3,neutral or dissatisfied
16311,Male,28,personal,2,2,2,2,5,5,5,3,5,5,satisfied
77671,Male,30,academic,3,2,2,3,3,3,3,3,3,3,neutral or dissatisfied
19381,Male,23,aviation,2,2,2,2,5,5,5,4,3,5,satisfied
94026,Male,37,aviation,4,4,4,2,4,3,4,4,5,4,satisfied
122163,Male,54,tourism,2,2,2,2,5,5,4,4,4,5,satisfied
7179,Female,40,tourism,5,5,5,5,4,5,5,5,5,4,satisfied
20625,Male,47,tourism,5,2,2,2,5,5,5,4,5,5,satisfied
124273,Female,24,tourism,5,0,5,1,3,4,3,4,5,3,satisfied
1600,Female,25,business,3,3,3,4,4,4,4,1,4,4,neutral or dissatisfied
23359,Female,40,tourism,4,2,4,2,4,4,4,4,4,4,satisfied
80613,Female,38,aviation,5,5,3,5,3,4,5,3,5,5,satisfied
45303,Female,45,tourism,3,1,1,1,1,5,3,3,3,1,satisfied
21580,Female,29,academic,2,5,2,2,3,3,3,3,5,3,neutral or dissatisfied
65318,Female,42,academic,5,5,4,5,4,4,2,3,2,5,satisfied
52768,Female,42,tourism,3,3,3,3,3,3,3,2,3,3,neutral or dissatisfied
49507,Male,27,academic,3,3,3,2,5,5,5,4,5,5,neutral or dissatisfied
121964,Male,38,tourism,4,4,4,4,1,1,1,3,5,1,neutral or dissatisfied
63942,Female,64,academic,1,4,0,1,4,5,4,4,4,3,neutral or dissatisfied
81471,Male,46,academic,4,4,4,4,3,2,4,4,4,3,neutral or dissatisfied
54997,Male,46,business,3,3,3,3,5,4,2,3,2,5,satisfied
59017,Female,53,aviation,3,3,3,3,4,5,2,4,2,4,satisfied
112287,Male,48,tourism,4,4,4,1,4,4,4,4,5,4,neutral or dissatisfied
97003,Female,9,aviation,4,5,3,1,1,1,1,3,1,1,neutral or dissatisfied
102913,Male,39,academic,3,3,3,3,3,4,4,3,4,3,satisfied
21546,Male,16,aviation,2,4,2,1,5,5,5,5,4,5,neutral or dissatisfied
121044,Male,29,academic,2,4,2,3,5,5,5,4,4,5,neutral or dissatisfied
126814,Female,41,tourism,2,2,2,2,5,5,5,3,5,3,satisfied
1936,Male,51,academic,2,2,2,2,5,5,5,4,5,5,satisfied
17630,Female,42,tourism,2,2,2,2,3,2,5,3,5,3,satisfied
82979,Male,51,business,5,5,5,5,3,4,4,5,4,4,satisfied
9557,Female,50,tourism,5,5,5,5,4,5,4,5,4,3,satisfied
76350,Male,48,tourism,1,2,1,1,2,5,4,5,4,4,satisfied
94609,Male,50,academic,4,4,4,4,3,4,5,4,5,5,satisfied
86573,Male,20,academic,2,2,2,4,3,3,3,3,4,3,neutral or dissatisfied
38421,Female,36,personal,3,3,3,3,3,3,3,5,4,3,neutral or dissatisfied
12479,Male,10,business,2,5,2,2,2,5,2,5,4,2,neutral or dissatisfied
108382,Male,64,academic,4,1,4,3,1,1,1,2,4,1,neutral or dissatisfied
99249,Male,58,tourism,2,2,2,3,1,1,1,3,4,1,neutral or dissatisfied
128013,Female,55,tourism,2,2,2,2,5,5,5,5,5,3,satisfied
3468,Female,64,business,2,0,2,1,5,5,5,5,5,5,neutral or dissatisfied
71012,Male,52,academic,5,5,5,5,3,5,5,4,5,3,satisfied
116293,Male,10,academic,3,4,3,4,1,1,1,3,2,1,neutral or dissatisfied
103164,Male,7,personal,4,2,4,4,5,5,5,3,4,5,neutral or dissatisfied
29908,Female,43,aviation,5,5,5,5,5,1,5,3,5,5,satisfied
37280,Female,42,personal,5,4,4,4,1,3,5,1,5,2,satisfied
90266,Female,16,academic,5,5,5,5,4,4,3,4,3,4,satisfied
63145,Male,51,personal,1,1,1,1,3,4,4,5,4,3,satisfied
113897,Male,35,academic,1,5,1,5,1,2,1,1,1,2,neutral or dissatisfied
80519,Male,47,personal,3,5,3,2,5,5,5,1,5,5,neutral or dissatisfied
107210,Female,35,tourism,2,2,2,2,5,5,5,4,4,5,neutral or dissatisfied
48034,Female,13,aviation,4,5,5,5,4,4,3,4,2,4,neutral or dissatisfied
49907,Male,24,business,0,3,0,4,3,3,3,3,4,3,satisfied
15360,Male,34,tourism,1,1,1,1,3,1,5,5,5,4,satisfied
107856,Male,51,business,2,2,2,2,4,5,5,4,5,5,satisfied
96716,Male,39,business,1,1,1,4,2,2,2,3,3,2,neutral or dissatisfied
57625,Female,35,tourism,2,1,1,3,2,2,2,4,4,2,neutral or dissatisfied
87442,Female,48,academic,2,2,4,2,4,4,5,4,5,3,satisfied
115872,Male,44,academic,5,1,1,1,5,5,5,5,5,5,satisfied
37667,Female,66,academic,4,3,4,3,4,5,3,5,3,2,neutral or dissatisfied
102881,Male,26,business,3,5,3,4,3,3,3,5,3,3,neutral or dissatisfied
107099,Female,65,aviation,3,5,4,4,1,5,3,4,3,5,neutral or dissatisfied
55791,Female,20,business,2,1,1,4,2,4,3,4,2,4,neutral or dissatisfied
4388,Male,30,tourism,3,5,3,1,3,3,3,3,5,3,neutral or dissatisfied
44731,Male,40,aviation,4,4,5,5,4,4,4,4,4,4,satisfied
102620,Male,45,academic,3,5,3,5,2,2,2,3,4,2,neutral or dissatisfied
53749,Male,58,aviation,3,3,4,4,2,2,2,4,4,2,neutral or dissatisfied
126263,Male,37,personal,2,2,2,3,2,4,3,4,2,4,neutral or dissatisfied
18176,Female,37,aviation,4,4,4,3,4,4,4,4,4,4,neutral or dissatisfied
121318,Male,25,business,0,5,0,4,5,5,5,3,4,5,satisfied
120225,Female,26,tourism,2,2,2,4,3,3,3,2,3,3,neutral or dissatisfied
60742,Female,27,aviation,2,2,2,2,4,4,4,5,5,4,satisfied
82016,Male,52,tourism,4,5,4,4,3,3,3,5,4,3,satisfied
58490,Male,26,tourism,5,5,5,5,5,5,5,3,5,5,satisfied
100263,Male,58,personal,4,4,4,4,5,5,3,5,3,5,satisfied
57121,Male,50,business,3,1,1,1,4,3,3,3,3,1,neutral or dissatisfied
15260,Female,11,academic,4,3,4,4,4,4,4,4,4,4,neutral or dissatisfied
97911,Male,25,aviation,0,4,0,4,5,5,5,5,5,5,satisfied
115837,Male,22,tourism,3,0,3,2,3,3,3,1,5,3,neutral or dissatisfied
28457,Male,43,business,0,5,0,1,0,5,3,5,5,5,satisfied
104313,Female,41,aviation,3,3,2,3,4,5,5,4,5,4,satisfied
39072,Female,40,tourism,3,3,3,4,2,2,2,3,4,2,neutral or dissatisfied
128176,Female,20,tourism,1,2,5,2,1,1,1,4,4,1,neutral or dissatisfied
112243,Male,43,tourism,3,2,3,3,5,5,4,5,5,5,satisfied
24065,Female,50,academic,4,5,5,5,5,1,4,4,4,1,satisfied
12170,Female,24,tourism,3,3,3,4,1,1,1,2,4,1,neutral or dissatisfied
5803,Male,32,tourism,3,3,3,3,2,2,2,3,4,2,neutral or dissatisfied
17005,Male,47,academic,3,3,5,3,5,4,4,5,4,3,satisfied
9072,Female,28,aviation,4,2,4,4,1,1,1,1,4,1,neutral or dissatisfied
56156,Female,23,academic,1,1,1,1,4,4,4,3,5,4,satisfied
49879,Male,38,tourism,3,3,3,3,5,1,4,2,4,1,satisfied
78234,Male,53,tourism,1,1,1,1,4,5,4,3,4,3,satisfied
23979,Male,52,tourism,1,1,1,1,2,5,4,5,4,3,satisfied
113199,Female,20,tourism,5,0,5,3,4,2,4,3,5,4,satisfied
73887,Female,43,academic,1,1,1,1,5,5,5,5,5,5,satisfied
68000,Female,40,academic,0,0,0,3,3,5,1,4,1,4,satisfied
69413,Male,43,academic,4,3,4,4,5,5,4,3,4,4,satisfied
26761,Male,34,academic,3,5,4,2,4,4,4,5,4,4,neutral or dissatisfied
64701,Female,37,aviation,1,3,3,3,5,3,4,3,4,3,neutral or dissatisfied
36377,Female,61,aviation,4,4,4,4,4,4,4,3,4,2,neutral or dissatisfied
25233,Female,29,academic,0,5,0,2,1,1,1,5,1,1,satisfied
36416,Female,41,academic,4,4,4,3,3,3,3,5,1,3,satisfied
71469,Female,28,academic,4,4,4,4,5,5,5,4,4,5,neutral or dissatisfied
26626,Female,58,academic,2,3,3,3,1,3,2,2,2,2,neutral or dissatisfied
72406,Male,50,personal,1,1,1,1,1,1,1,2,4,1,neutral or dissatisfied
79582,Male,46,tourism,4,4,4,4,3,4,4,3,4,3,satisfied
55969,Female,28,aviation,3,3,3,3,5,5,5,4,5,5,satisfied
85246,Male,61,academic,5,5,5,2,1,1,1,3,5,1,satisfied
75174,Female,27,personal,3,1,1,1,3,3,3,3,3,3,neutral or dissatisfied
50505,Female,43,tourism,4,3,4,3,2,3,3,4,3,2,neutral or dissatisfied
57856,Male,34,business,2,4,2,4,2,2,4,2,5,2,neutral or dissatisfied
75346,Male,56,tourism,2,4,2,4,2,5,3,5,4,5,neutral or dissatisfied
23259,Male,69,academic,3,5,3,4,2,2,2,5,4,2,neutral or dissatisfied
46011,Male,62,business,2,0,2,4,1,5,1,3,5,1,neutral or dissatisfied
53413,Male,30,personal,5,5,5,5,5,5,5,4,1,5,satisfied
123560,Male,25,tourism,5,5,5,3,2,2,2,4,4,2,satisfied
128777,Male,53,academic,3,3,3,3,2,5,3,4,3,3,satisfied
114619,Male,46,tourism,2,2,2,2,2,4,4,4,4,3,satisfied
217,Male,48,tourism,2,5,2,1,5,5,5,4,4,5,neutral or dissatisfied
4110,Female,46,aviation,4,4,4,4,4,4,4,5,4,5,satisfied
78446,Female,40,tourism,4,4,4,4,2,2,2,5,4,2,satisfied
7017,Male,39,business,2,4,2,4,4,4,4,1,3,4,neutral or dissatisfied
16254,Male,22,aviation,4,4,4,3,3,3,3,4,1,3,satisfied
45852,Female,35,tourism,5,1,1,1,5,5,5,4,3,5,satisfied
64004,Female,29,personal,2,4,2,2,4,4,4,3,5,4,neutral or dissatisfied
78310,Female,33,academic,1,5,4,4,1,1,1,3,4,1,neutral or dissatisfied
127082,Male,26,tourism,2,0,2,4,4,2,4,4,1,4,neutral or dissatisfied
47006,Female,27,tourism,2,1,2,2,4,4,4,1,2,4,neutral or dissatisfied
43972,Female,24,tourism,5,3,5,3,2,2,2,4,4,2,satisfied
119682,Female,16,aviation,5,4,5,3,5,4,5,4,4,4,satisfied
3616,Male,47,tourism,4,4,4,4,5,4,4,3,4,3,satisfied
40304,Female,45,academic,1,3,1,3,3,2,2,1,2,4,neutral or dissatisfied
120760,Female,39,aviation,3,3,2,3,2,4,2,3,2,4,satisfied
8115,Male,35,aviation,2,3,5,3,5,3,2,4,2,3,neutral or dissatisfied
36058,Female,23,academic,4,2,2,2,4,1,4,1,2,4,neutral or dissatisfied
58068,Male,35,business,2,4,1,4,2,4,2,1,2,3,neutral or dissatisfied
125757,Male,50,tourism,2,2,2,2,3,4,4,5,4,5,satisfied
94659,Female,40,academic,2,5,5,5,2,2,2,4,4,2,neutral or dissatisfied
97953,Male,45,personal,4,4,4,4,4,2,4,2,4,2,neutral or dissatisfied
78114,Female,60,personal,4,4,4,4,5,5,5,4,5,5,satisfied
77532,Male,11,academic,3,4,4,3,5,3,5,3,5,5,neutral or dissatisfied
80601,Male,38,business,4,3,3,2,4,4,4,5,4,4,satisfied
62020,Female,26,academic,3,3,3,1,4,1,4,4,5,4,neutral or dissatisfied
99600,Female,17,tourism,3,5,3,5,5,5,5,1,4,5,neutral or dissatisfied
62446,Male,40,academic,3,3,3,3,5,4,5,3,5,3,satisfied
29914,Female,60,academic,5,1,1,1,5,2,5,1,5,4,satisfied
96450,Female,43,tourism,1,1,1,1,3,5,5,5,5,3,satisfied
107479,Male,50,academic,4,4,4,4,5,5,5,4,5,4,satisfied
115588,Male,46,academic,2,3,3,3,2,2,2,1,3,2,neutral or dissatisfied
112892,Male,29,tourism,1,5,5,5,1,1,1,1,3,1,neutral or dissatisfied
96804,Male,23,business,4,4,4,1,2,2,2,4,5,2,satisfied
98887,Male,17,personal,2,3,3,4,5,5,5,2,3,5,neutral or dissatisfied
58394,Male,65,tourism,5,5,5,3,1,1,1,5,4,1,satisfied
17658,Male,47,aviation,4,1,3,3,1,4,1,2,3,1,neutral or dissatisfied
51563,Male,34,academic,4,1,1,1,4,4,4,2,3,4,satisfied
114287,Male,64,aviation,3,5,2,3,4,4,4,4,5,4,neutral or dissatisfied
95974,Male,42,personal,2,3,2,2,5,4,5,5,5,5,satisfied
35423,Male,53,academic,3,4,3,2,2,2,2,3,5,2,neutral or dissatisfied
98723,Male,38,business,4,4,3,3,4,4,4,2,1,4,neutral or dissatisfied
117443,Female,8,personal,4,4,4,3,5,5,5,3,5,5,neutral or dissatisfied
47902,Male,31,business,1,1,5,1,5,5,5,1,3,5,satisfied
